,Classe,Chapeau,Surface Chapeau,Couleur Chapeau,bruises,Odeur,Lamelles,Espacement des lamelles,Taille des lamelles,Couleur des lamelles,Tige,Surface au dessus de anneau,Surface sous anneau,Couleur sur anneau,Couleur sous anneau,Couleur du voile,Nombre anneaux,Type anneau,Coleur des spores,Population,Habitat
4072,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Solitaire,Chemins
4073,Comestible,Plat,Fibreux,Rouge,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Blanc,Gris,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4074,Comestible,Plat,Ecailleux,Marron,True,Aucune,Libre,Proche,Large,Rose,Fine,Lisse,Lisse,Gris,Gris,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4075,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4076,Comestible,Plat,Ecailleux,Violet,False,Aucune,Libre,Proche,Etroit,Chocolat,Large,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evasé,Chocolat,Solitaire,Bois
4077,Comestible,Plat,Ecailleux,Marron,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Bois
4078,Toxique,Plat,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4079,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4080,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Solitaire,Bois
4081,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4082,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4083,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4084,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4085,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4086,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Solitaire,Chemins
4087,Comestible,Convexe,Fibreux,Gris,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Rose,Gris,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4088,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Solitaire,Bois
4089,Comestible,Plat,Ecailleux,Rouge,True,Aucune,Libre,Proche,Large,Rose,Fine,Lisse,Lisse,Gris,Gris,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4090,Toxique,Convexe,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4091,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Plusieurs,Bois
4092,Comestible,Plat,Ecailleux,Marron,True,Aucune,Libre,Proche,Large,Marron,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Bois
4093,Comestible,Plat,Fibreux,Gris,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Rose,Gris,Blanc,1,Pendentif,Black,Solitaire,Bois
4094,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4095,Comestible,Convexe,Fibreux,Rouge,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Rose,Rose,Blanc,1,Pendentif,Black,Plusieurs,Bois
4096,Comestible,Plat,Fibreux,Rouge,True,Aucune,Libre,Proche,Large,Rose,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Bois
4097,Toxique,Plat,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4098,Toxique,Convexe,Fibreux,Blanc,False,Créosote,Libre,Proche,Etroit,Violet,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Bois
4099,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Solitaire,Bois
4100,Toxique,Convexe,Ecailleux,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
4101,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4102,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Bois
4103,Comestible,Plat,Ecailleux,Gris,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Blanc,Rose,Blanc,1,Pendentif,Marron,Solitaire,Bois
4104,Toxique,Convexe,Ecailleux,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
4105,Comestible,Plat,Ecailleux,Rouge,True,Aucune,Libre,Proche,Large,Marron,Fine,Lisse,Lisse,Gris,Gris,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4106,Toxique,Cloche,Lisse,Buff,True,Aucune,Libre,Proche,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Vert,Plusieurs,Prés
4107,Comestible,Plat,Fibreux,Gris,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Gris,Gris,Blanc,1,Pendentif,Black,Solitaire,Bois
4108,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4109,Comestible,Plat,Ecailleux,Gris,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Blanc,Gris,Blanc,1,Pendentif,Black,Solitaire,Bois
4110,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Solitaire,Chemins
4111,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4112,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4113,Comestible,Plat,Fibreux,Rouge,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4114,Toxique,Convexe,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4115,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4116,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4117,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Chemins
4118,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4119,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4120,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4121,Comestible,Plat,Ecailleux,Rouge,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Gris,Gris,Blanc,1,Pendentif,Black,Plusieurs,Bois
4122,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Bois
4123,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4124,Comestible,Plat,Fibreux,Marron,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Blanc,Rose,Blanc,1,Pendentif,Black,Plusieurs,Bois
4125,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4126,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4127,Comestible,Plat,Ecailleux,Marron,True,Aucune,Libre,Proche,Large,Rose,Fine,Lisse,Lisse,Rose,Rose,Blanc,1,Pendentif,Black,Solitaire,Bois
4128,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4129,Comestible,Plat,Fibreux,Rouge,True,Aucune,Libre,Proche,Large,Rose,Fine,Lisse,Lisse,Gris,Gris,Blanc,1,Pendentif,Black,Solitaire,Bois
4130,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4131,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Plusieurs,Bois
4132,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Plusieurs,Bois
4133,Toxique,Convexe,Lisse,Gris,False,Créosote,Libre,Proche,Etroit,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Bois
4134,Comestible,Plat,Fibreux,Gris,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Gris,Rose,Blanc,1,Pendentif,Black,Plusieurs,Bois
4135,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Solitaire,Herbes
4136,Toxique,Convexe,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4137,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4138,Comestible,Plat,Ecailleux,Marron,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Bois
4139,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Solitaire,Bois
4140,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4141,Comestible,Plat,Ecailleux,Rouge,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Blanc,Gris,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4142,Comestible,Plat,Ecailleux,Rouge,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Rose,Gris,Blanc,1,Pendentif,Black,Plusieurs,Bois
4143,Toxique,Plat,Lisse,Gris,True,Fétide,Libre,Proche,Large,Rose,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Pendentif,Chocolat,Plusieurs,Urbains
4144,Toxique,Convexe,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Solitaire,Chemins
4145,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4146,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4147,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4148,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4149,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4150,Comestible,Plat,Ecailleux,Rouge,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Bois
4151,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4152,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4153,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Chemins
4154,Comestible,Plat,Fibreux,Rouge,True,Aucune,Libre,Proche,Large,Rose,Fine,Lisse,Lisse,Blanc,Rose,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4155,Comestible,Plat,Ecailleux,Rouge,True,Aucune,Libre,Proche,Large,Rose,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4156,Comestible,Plat,Ecailleux,Rouge,True,Aucune,Libre,Proche,Large,Marron,Fine,Lisse,Lisse,Rose,Rose,Blanc,1,Pendentif,Marron,Solitaire,Bois
4157,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4158,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4159,Comestible,Plat,Ecailleux,Marron,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Gris,Rose,Blanc,1,Pendentif,Black,Solitaire,Bois
4160,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4161,Comestible,Plat,Fibreux,Gris,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Gris,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4162,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4163,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4164,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Bois
4165,Comestible,Plat,Fibreux,Canelle,False,Aucune,Libre,Eloigné,Etroit,Blanc,Large,Fibreux,Fibreux,Blanc,Marron,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
4166,Toxique,Convexe,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4167,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Solitaire,Herbes
4168,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4169,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4170,Toxique,Convexe,Lisse,Buff,True,Fétide,Libre,Proche,Large,Blanc,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Chocolat,Dispersé,Urbains
4171,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4172,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4173,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Chemins
4174,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4175,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Solitaire,Bois
4176,Comestible,Plat,Fibreux,Gris,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Pendentif,Black,Solitaire,Bois
4177,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Chemins
4178,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Chemins
4179,Comestible,Plat,Ecailleux,Rouge,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Rose,Rose,Blanc,1,Pendentif,Black,Solitaire,Bois
4180,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4181,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4182,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Solitaire,Bois
4183,Comestible,Plat,Fibreux,Gris,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Solitaire,Bois
4184,Toxique,Convexe,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4185,Toxique,Convexe,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4186,Comestible,Plat,Ecailleux,Marron,True,Aucune,Libre,Proche,Large,Rose,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Bois
4187,Comestible,Plat,Fibreux,Gris,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Rose,Gris,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4188,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4189,Toxique,Plat,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4190,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Plusieurs,Bois
4191,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4192,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Chemins
4193,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4194,Toxique,Plat,Lisse,Buff,True,Fétide,Libre,Proche,Large,Blanc,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Pendentif,Chocolat,Dispersé,Urbains
4195,Comestible,Plat,Fibreux,Rouge,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Rose,Rose,Blanc,1,Pendentif,Marron,Solitaire,Bois
4196,Toxique,Convexe,Ecailleux,Marron,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
4197,Comestible,Convexe,Ecailleux,Gris,True,Aucune,Libre,Proche,Large,Marron,Fine,Lisse,Lisse,Gris,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4198,Toxique,Convexe,Fibreux,Gris,False,Créosote,Libre,Eloigné,Etroit,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Plusieurs,Bois
4199,Toxique,Convexe,Fibreux,rose,False,Créosote,Libre,Eloigné,Etroit,Marron,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4200,Toxique,Convexe,Ecailleux,Marron,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
4201,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4202,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4203,Toxique,Convexe,Lisse,Gris,True,Fétide,Libre,Proche,Large,Blanc,Fine,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Pendentif,Chocolat,Dispersé,Urbains
4204,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4205,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4206,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4207,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4208,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4209,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Solitaire,Herbes
4210,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Solitaire,Herbes
4211,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4212,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4213,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4214,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Herbes
